"X","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
4448,"1988-06-01",6,-2.112,-0.834,-0.824,1.377,0.267,20.64,-1.962,0.614,-0.563,1.48,1.332,160.81,-1.553,-0.163,-2.594,-0.499,0.3,0.534,2.084,303.55,-0.857,1.147,1.122,1.219,1.274,0.857,13.132,1
4449,"1988-06-02",6,-2.26,-0.015,-0.045,1.92,1.016,56.64,-1.962,-0.287,-0.626,-0.291,2.779,285.96,0.131,-0.602,-3.098,0.782,-0.629,-1.564,1.744,232.75,0.913,0.816,1.225,1.589,0.738,0.558,13.074,1
4452,"1988-06-05",6,-0.501,-0.467,-1.74,1.144,1.016,301.43,-1.51,0.695,-1.51,0.89,0.867,303.64,-0.711,1.045,-0.228,0.538,-0.85,0.524,0.464,281.52,-0.377,0.544,-0.373,-1.09,0.774,0.834,0.189,1
4453,"1988-06-06",6,-0.147,-0.806,-0.892,1.532,0.575,14.36,-1.51,0.777,0.006,1.849,-0.476,6.33,-1.553,1.512,0.78,-0.27,1.073,1.489,0.642,13,-1.607,1.796,-0.391,0.688,1.184,1.048,1.161,1
4454,"1988-06-07",6,0.01,-0.919,-0.595,0.29,-0.438,66.79,-0.153,0.368,0.638,1.111,-1.148,36.78,-1.132,1.687,1.101,-0.83,1.153,0.815,-0.548,28.62,-0.947,1.406,-0.193,0.134,1.234,1.078,10.415,1
4463,"1988-06-16",6,-0.927,-0.495,-0.228,0.134,-0.746,79.92,-0.153,0.368,1.144,0.373,-0.476,70.12,-0.29,1.093,-0.35,-0.804,1.42,0.544,0.144,59.48,-0.437,0.042,-0.425,1.173,1.557,1.162,0.615,1
4464,"1988-06-17",6,-0.431,-0.552,-0.251,0.057,-0.922,81.23,-0.153,0.532,1.207,0.521,-0.373,66.42,-0.711,1.512,0.398,-0.87,1.363,0.544,0.346,56.76,-0.617,-0.614,-0.605,0.873,1.445,1.156,18.358,1
4465,"1988-06-18",6,-0.4,-0.524,-0.228,-0.176,-1.362,87.39,-0.153,0.532,1.144,0.594,-0.166,63.8,-0.711,1.648,0.475,-0.891,1.371,0.488,0.41,59.72,-0.647,-0.301,-0.58,0.988,1.486,1.167,9.365,1
4466,"1988-06-19",6,-0.588,-0.467,-0.183,-0.021,-1.142,84.32,-0.153,1.432,1.902,0.742,-0.838,70.62,-0.711,1.502,0.215,-0.245,1.889,0.514,-0.145,72.22,-0.587,-0.118,-0.889,0.342,1.545,1.297,1.361,1
4470,"1988-06-23",6,-2.086,-1.088,-0.778,0.367,-0.394,50.46,-0.153,-0.123,0.322,0.816,-0.373,28.88,-0.711,0.041,-2.258,-1.038,1.032,0.534,0.511,216.56,-0.467,0.396,-0.468,0.434,1.563,1.258,0.731,1
4471,"1988-06-24",6,-1.801,-0.975,-0.663,0.523,0.179,53.66,-0.605,0.286,0.954,0.521,-0.528,66.32,-0.711,0.207,-1.846,-0.942,1.294,0.524,0.699,52.66,-0.647,1.224,0.039,0.434,1.517,1.281,5.28,1
4472,"1988-06-25",6,-1.461,-0.636,-0.526,1.299,0.003,46.1,-1.058,0.941,1.207,1.332,0.505,47.65,-1.553,0.635,-1.22,-0.535,1.512,0.815,1.838,53.86,-0.977,0.591,-0.408,0.18,1.504,1.273,2.63,1
4473,"1988-06-26",6,-1.105,-0.693,-0.435,0.678,-0.702,62.81,-0.605,0.614,1.017,1.037,-0.218,50.94,-1.132,0.918,-0.67,-0.621,1.485,0.743,0.692,53.06,-0.647,0.343,-0.382,0.226,1.429,1.3,9.335,1
4474,"1988-06-27",6,-0.874,-1.173,-0.778,0.057,-0.041,66.81,-0.153,-0.041,0.449,0.89,-0.89,38.42,-0.711,1.22,-0.151,-0.926,1.115,0.764,0.474,30.97,-0.887,0.414,-0.743,0.203,1.573,1.367,19.922,1
4475,"1988-06-28",6,-0.707,-1.173,-0.87,0.367,-0.305,37.79,-0.605,-0.041,0.385,0.963,-1.717,30.06,-1.132,1.385,0.108,-0.657,1.359,0.866,-0.854,41.49,-1.097,0.065,-0.743,0.042,1.613,1.45,5.09,1
4476,"1988-06-29",6,-0.819,-1.173,-0.778,-0.021,-1.318,71.78,-0.153,0.45,1.017,0.816,-1.252,57.54,-0.711,1.561,-0.029,-0.301,1.774,0.738,-0.084,61.59,-0.857,-0.136,-1.267,-0.628,1.56,1.514,2.315,1
4477,"1988-06-30",6,-0.67,-1.257,-0.915,0.212,-0.834,42.52,-0.153,0.45,1.017,0.668,-1.097,61.92,-0.711,1.58,0.093,-0.601,1.614,0.488,-0.894,66.93,-0.527,-0.313,-0.898,-1.067,1.313,1.445,1.496,1
4478,"1988-07-01",7,-0.66,-1.257,-1.007,0.29,-1.01,182.02,-0.153,-0.041,0.575,0.742,-0.425,44.39,-0.711,1.658,0.124,-0.825,1.39,0.529,-0.501,57.27,-0.617,-0.478,-1.19,-1.09,1.382,1.459,2.077,1
4481,"1988-07-04",7,-0.437,-1.201,-1.259,-0.409,-0.438,265.6,0.299,-0.941,-0.31,-0.365,-0.838,208.89,0.131,1.863,0.628,-1.389,1.07,-0.058,-0.878,110.64,-0.047,-0.697,-1.224,0.48,1.736,1.448,7.643,1
4487,"1988-07-10",7,-1.241,-0.326,-1.877,1.222,0.928,298.9,-1.058,0.941,-1.384,1.48,1.332,318.21,-1.553,1.084,-0.869,-0.159,0.228,1.417,1.371,328.49,-1.337,-0.443,-0.657,-0.074,1.583,1.458,0.686,1
4488,"1988-07-11",7,-0.702,-0.665,-1.579,1.144,0.707,308.43,-1.058,0.614,-0.626,1.554,0.04,343.69,-1.553,1.424,-0.06,-0.525,0.868,1.244,0.117,184.25,-1.337,-0.112,-0.571,-1.044,1.399,1.5,1.078,1
4490,"1988-07-13",7,-0.492,-1.088,-1.35,0.057,0.223,290.85,-0.153,-0.287,-0.563,0.816,-0.063,337.19,-0.711,1.629,0.337,-1.033,0.974,0.682,-0.034,22.47,-0.827,-0.567,-1.121,-0.974,1.356,1.472,0.425,1
4491,"1988-07-14",7,-0.468,-1.229,-1.259,-0.331,0.091,271.3,0.299,-0.614,0.196,0.447,-0.425,31,-0.711,1.551,0.368,-0.891,1.279,0.616,-0.632,44.66,-0.827,-0.75,-1.121,-0.882,1.213,1.489,0.996,1
4492,"1988-07-15",7,-0.54,-1.173,-1.305,-0.409,0.619,265.18,0.299,-0.859,-0.31,0.299,0.092,180.89,-0.29,1.405,0.139,-1.053,1.169,0.539,-1.358,38.56,-0.527,-1.264,-1.147,-1.852,1.11,1.541,13.3,1
4496,"1988-07-19",7,-0.928,-0.411,-1.35,2.541,-0.922,338.9,-2.415,2.005,0.512,2.809,-0.528,16.06,-2.817,1.424,-0.396,0.36,1.527,1.938,0.117,26.41,-2.117,-0.124,-0.941,-0.767,1.444,1.462,3.518,1
4497,"1988-07-20",7,-0.615,-1.088,-1.03,0.833,-1.142,170.21,-0.605,1.023,1.207,1.406,-0.838,46.85,-1.132,1.765,0.246,-0.464,1.611,0.774,-0.192,55.28,-1.067,-0.289,-1.078,-0.905,1.56,1.578,3.222,1
4499,"1988-07-22",7,-0.854,-1.116,-0.755,0.134,-1.098,64.78,-0.153,0.614,1.207,0.668,-0.373,63.77,-0.711,1.454,-0.182,-0.636,1.611,0.391,-0.733,71.69,-0.617,0.349,-1.603,-0.928,1.456,1.52,0.275,1
4500,"1988-07-23",7,-0.742,-1.286,-0.847,-0.176,-0.966,78.76,0.299,-0.123,0.638,0.521,-0.321,55.4,-0.711,1.571,0.063,-0.494,1.721,0.406,-0.296,73.29,-0.467,0.006,-1.748,-0.559,1.534,1.453,13.699,1
4501,"1988-07-24",7,-0.808,-1.201,-0.847,-0.875,-0.746,131.52,0.752,-0.45,0.512,0.225,-0.528,64.02,-0.29,1.454,-0.06,-0.631,1.652,0.218,-0.8,81.13,-0.317,0.249,-1.68,-0.051,1.603,1.393,12.897,1
4503,"1988-07-26",7,-1.65,-0.524,-0.228,-0.331,0.003,90.43,0.299,0.532,1.27,-0.439,-0.373,100.37,0.552,0.109,-1.602,-1.038,1.104,-0.553,-0.037,147.47,0.853,0.591,-0.416,-0.005,1.102,1.178,0.229,1
4504,"1988-07-27",7,-1.679,-0.608,-0.366,0.678,0.707,64.66,-0.605,-0.041,0.891,0.004,-0.373,83.09,0.131,-0.231,-1.846,-1.541,0.776,-0.124,0,182.11,0.253,0.03,0.632,-1.713,0.795,1.225,3.488,1
4505,"1988-07-28",7,-1.714,-0.89,-1.167,1.222,-0.129,173.32,-1.058,-0.696,-0.626,-0.07,-0.321,274.79,0.131,0.168,-1.754,-1.17,0.426,-0.191,0.383,246.45,0.343,-0.189,0.194,-1.159,1.258,1.355,18.622,1
4506,"1988-07-29",7,-1.796,-0.947,-1.465,-0.254,0.091,275.43,0.299,-0.123,-0.815,-1.029,1.229,219.56,0.973,0.363,-1.953,-0.575,0.574,-1.079,0.581,197,1.123,-0.473,-0.098,-0.513,1.457,1.35,1.832,1
4510,"1988-08-02",8,-0.808,-1.257,-1.236,-0.331,1.809,271.49,0.299,-1.105,-0.373,0.078,0.454,317.25,-0.29,1.142,-0.289,-1.475,0.845,0.289,0.151,182.76,-0.467,-0.455,-0.382,0.065,1.307,1.237,18.254,1
4511,"1988-08-03",8,-0.983,-1.257,-1.121,-0.875,1.104,210.72,0.752,-0.859,0.006,-0.586,-0.425,155.62,0.552,0.957,-0.563,-1.236,1.127,-0.247,-0.622,128.75,0.103,-0.667,0.065,-0.166,1.287,1.259,7.563,1
4513,"1988-08-05",8,-1.377,-1.116,-1.328,-0.564,1.676,259.56,0.752,-0.859,-0.499,-0.513,0.66,223.15,0.552,0.109,-1.357,-1.414,0.803,-0.155,-0.017,169.25,0.133,-0.785,-0.227,-1.413,0.818,1.213,3.223,1
4514,"1988-08-06",8,-1.536,-1.314,-1.144,-0.176,1.941,271.63,-0.153,-0.696,-0.373,-0.734,2.004,208.96,0.552,0.022,-1.632,-0.804,0.807,-0.9,1.452,182.14,0.433,-0.124,0.039,-0.628,0.982,1.111,7.07,1
4515,"1988-08-07",8,-1.554,-1.032,-1.03,0.989,2.029,190.95,-1.058,-0.778,0.069,0.225,2.107,61.83,-0.29,0.002,-1.724,-0.931,1.325,-0.084,0.648,93.71,-0.017,0.928,0.203,-0.72,1.092,1.302,0.434,1
4516,"1988-08-08",8,-1.486,-0.975,-1.373,0.445,0.884,306.82,-0.605,-0.287,-1.005,-0.439,-0.166,260.13,0.131,0.304,-1.403,-0.952,0.3,-0.288,0.336,237.85,0.103,1.371,0.194,-0.882,1.269,1.295,1.547,1
4517,"1988-08-09",8,-1.4,-0.862,-1.557,-0.797,0.972,255.71,0.752,0.45,-1.447,-0.956,0.919,241.15,0.552,0.47,-1.296,-0.453,-0.062,-0.456,1.129,246.56,0.343,-0.124,-0.004,-0.397,1.228,1.245,0.253,1
4518,"1988-08-10",8,-1.186,-0.919,-1.007,-1.884,0.355,180.64,1.656,-0.041,-0.942,-0.956,0.557,227.02,0.973,0.567,-1.037,-0.804,0.251,-0.507,0.185,234.51,0.703,-0.963,-1.104,-0.466,1.087,1.284,2.595,1
4519,"1988-08-11",8,-1.077,-0.947,-0.709,-1.418,0.179,141.82,1.656,-0.287,0.322,-0.956,-0.58,146.52,0.973,0.635,-0.777,-1.043,1.134,-0.528,-0.343,144.27,0.763,-0.774,-0.846,-0.974,1.065,1.262,30.412,1
4520,"1988-08-12",8,-1.156,-1.314,-0.938,-0.331,0.707,180,0.299,-0.287,0.512,0.373,0.402,50.3,-0.29,0.558,-0.93,-1.089,1.264,0.34,0.524,62.23,-0.407,0.307,0.125,0.088,1.2,1.156,1.986,1
4521,"1988-08-13",8,-1.225,-1.286,-0.87,-0.642,1.016,130.52,0.752,-0.041,0.701,0.447,0.867,58.44,-0.29,0.441,-1.022,-1.45,0.971,0.264,1.327,34.22,-0.557,0.378,0.959,0.342,1.013,1.065,5.076,1
4522,"1988-08-14",8,-1.201,-0.806,-0.503,-1.03,1.544,112.14,1.204,-0.123,0.828,0.078,0.97,80.48,0.131,0.333,-0.96,-1.18,1.218,-0.109,1.102,103.29,-0.167,-0.461,0.297,0.042,1.074,1.147,0.988,1
4523,"1988-08-15",8,-1.007,-0.947,-0.618,-0.564,1.676,101.62,0.752,0.286,1.017,0.447,0.454,67.76,-0.29,0.382,-0.67,-0.936,1.332,0.406,0.285,63.13,-0.527,0.148,0.211,-0.282,1.197,1.242,23.991,1
4524,"1988-08-16",8,-0.914,-0.947,-0.595,-0.021,0.796,78.33,-0.153,0.123,0.701,0.816,1.022,49.34,-0.711,0.723,-0.548,-0.855,1.268,0.646,-0.094,47.22,-0.947,-0.206,0.159,-0.374,1.289,1.33,20.029,1
4525,"1988-08-17",8,-0.797,-1.003,-0.778,0.756,0.355,37.61,-0.605,0.204,0.512,1.037,0.815,36.05,-1.132,1.054,-0.304,-0.896,1.199,0.595,0.46,51.98,-0.827,-0.035,0.297,-0.582,1.317,1.323,12.131,1
4526,"1988-08-18",8,-0.726,-1.116,-0.778,0.367,-0.394,49.98,-0.153,0.286,0.828,0.89,0.454,49.29,-0.711,1.259,-0.212,-0.718,1.416,0.641,-0.461,53.5,-0.707,0.042,-0.33,-0.166,1.421,1.351,0.075,1
4527,"1988-08-19",8,-0.71,-0.947,-0.595,0.134,-0.129,73.36,-0.153,0.286,0.954,0.668,0.505,59.11,-0.711,1.337,-0.136,-0.464,1.683,0.575,-0.242,65.71,-0.647,-0.602,-0.657,-0.305,1.427,1.359,0.246,1
4532,"1988-08-24",8,-0.354,-1.257,-0.847,-0.021,-1.186,72.46,-0.153,-0.859,0.006,0.299,-0.528,34.58,-0.29,1.308,0.46,-1.338,0.605,0.294,0.359,311.49,-0.257,-0.809,-0.734,-0.744,0.951,1.233,1.23,1
4533,"1988-08-25",8,-0.147,-1.342,-0.915,-0.176,-0.614,76.41,0.299,-1.105,-0.057,-0.365,-0.993,81.37,0.131,1.424,0.887,-1.633,0.826,0.008,0.164,234.64,-0.077,-0.65,-0.752,-0.674,0.98,1.256,11.002,1
4534,"1988-08-26",8,-0.275,-1.399,-0.961,-0.331,-0.482,90,-0.153,-0.778,0.196,-0.365,-1.355,111.49,0.131,1.376,0.704,-1.257,1.169,0.202,-0.42,69.3,-0.347,-0.726,-0.967,-0.235,1.166,1.301,14.605,1
4535,"1988-08-27",8,-0.588,-1.229,-0.824,-0.021,-0.614,69.32,-0.153,-0.45,0.449,0.078,-0.683,75.33,-0.29,1.084,0.078,-1.064,1.317,0.202,-0.034,76.53,-0.227,-0.561,-0.923,-1.298,1.09,1.363,20.356,1
4536,"1988-08-28",8,-0.635,-0.862,-0.526,0.134,-0.438,75.8,-0.153,-0.532,0.449,0.152,-0.58,68.3,-0.29,0.859,-0.029,-1.338,1.096,0.202,0.235,68.9,-0.167,0.225,-0.391,-0.836,1.062,1.255,30.316,1
4537,"1988-08-29",8,-0.525,-0.834,-0.503,0.212,0.179,72.13,-0.153,-0.614,0.322,0.225,0.247,57.37,-0.29,0.811,0.032,-1.43,0.974,0.284,0.087,53.27,-0.377,1.82,0.194,0.065,1.052,1.165,14.953,1
4538,"1988-08-30",8,-0.46,-0.862,-0.503,-0.331,0.928,90,0.299,-0.532,0.449,0.152,0.35,70.38,-0.29,0.889,0.139,-1.475,0.971,0.08,0.164,81.91,-0.317,1.98,0.503,0.249,1.003,1.145,3.402,1
4539,"1988-08-31",8,-0.67,-0.693,-0.366,-0.72,1.588,100.41,0.752,-0.45,0.512,-0.291,0.557,100.42,0.131,0.587,-0.243,-1.262,1.146,-0.145,-0.205,110.53,-0.137,2.003,0.572,-0.166,0.979,1.176,3.736,1
4541,"1988-09-02",9,-1.278,-1.257,-0.892,-0.875,0.707,137.82,0.752,-0.696,0.259,-0.586,0.402,130.33,0.552,0.587,-1.113,-1.297,1.02,-0.226,-0.175,144.06,0.133,-0.549,0.753,-0.651,1.203,1.268,1.213,1
4542,"1988-09-03",9,-1.138,-1.342,-0.892,-0.409,0.267,94.48,0.299,-0.696,0.322,0.078,0.299,65.38,-0.29,0.898,-0.869,-1.292,0.898,0.192,-0.387,200.26,-0.287,0.172,0.451,-0.074,1.388,1.325,4.427,1
4543,"1988-09-04",9,-0.951,-1.173,-0.778,-0.021,-0.129,68.42,-0.153,-0.45,0.575,-0.07,0.195,84.79,0.131,1.161,-0.487,-1.46,0.852,0.08,-0.104,225.81,-0.137,0.083,0.065,0.042,1.43,1.302,6.727,1
4545,"1988-09-06",9,-0.694,-1.088,-0.686,-0.331,0.443,87.48,0.299,-0.778,0.259,0.078,0.557,71.08,0.131,0.986,-0.197,-1.546,0.761,-0.063,0.349,280.45,0.193,1.105,-0.013,-0.351,0.903,1.134,3.701,1
4546,"1988-09-07",9,-0.646,-1.314,-0.984,-0.875,0.355,164.34,0.752,-1.187,-0.183,0.078,1.074,165.29,0.131,0.928,-0.197,-1.409,0.628,-0.124,0.568,263.04,0.133,1.123,0.392,-0.351,0.942,1.161,9.932,1
4547,"1988-09-08",9,-0.299,-1.144,-1.259,-1.03,-0.394,226.88,0.752,-1.187,-0.183,-0.217,0.195,214,0.131,1.347,0.383,-1.404,0.574,0.141,-0.064,282.26,-0.077,-0.638,0.203,-0.235,1.055,1.197,13.507,1
4548,"1988-09-09",9,-0.294,-1.229,-1.259,-0.564,-0.438,251.87,0.299,-1.269,-0.247,-0.144,-0.631,279.46,-0.29,1.59,0.566,-1.267,0.692,0.498,-0.078,339.63,-0.287,-0.969,-0.219,-0.79,1.152,1.294,4.131,1
4555,"1988-09-16",9,-0.646,-1.032,-0.686,0.212,-0.394,63.58,-0.153,-0.532,-0.815,-0.439,0.195,247.16,0.552,0.928,-0.304,-0.464,-0.085,-0.39,0.319,250.94,0.673,-0.65,-0.391,-0.767,0.942,1.052,5.98,1
4556,"1988-09-17",9,-0.173,-1.399,-1.121,-0.176,0.399,292.15,0.299,0.123,-1.384,-0.291,0.092,265.25,0.131,1.239,0.505,0.385,-0.763,-0.216,0.46,263.28,0.433,-0.543,-0.536,-0.397,0.965,1.084,6.763,1
4558,"1988-09-19",9,-0.269,-1.088,-1.328,0.212,0.487,299.17,-0.153,0.941,-1.953,0.373,0.764,283.46,-0.29,1.113,0.383,0.36,-0.706,0.279,0.843,277.73,-0.227,1.347,-0.433,0.319,1.136,1.102,2.463,1
4559,"1988-09-20",9,-0.667,-1.003,-1.305,0.678,0.179,317.65,-1.058,1.677,-2.332,1.037,0.454,295.53,-1.132,0.84,-0.182,0.838,-0.972,0.789,1.058,289.31,-0.827,1.761,-0.013,-0.12,1.279,1.164,10.494,1
4560,"1988-09-21",9,-0.776,-0.524,-1.373,2.076,-0.041,334.76,-2.415,2.086,-2.016,2.218,-0.218,318.09,-1.975,0.928,-0.258,0.848,-0.683,1.678,0.773,309.44,-1.577,1.401,-0.038,0.365,1.337,1.209,8.118,1
4561,"1988-09-22",9,-0.776,-0.749,-0.87,1.687,-0.878,15.21,-1.058,0.368,-1.068,1.037,-0.218,315.57,-0.711,1.132,-0.212,-0.464,-0.016,0.682,0.944,299.69,-0.557,1.584,0.014,0.642,1.3,1.123,5.053,1
4562,"1988-09-23",9,-0.949,-1.201,-0.847,0.212,-0.217,47.02,-0.153,-1.105,-0.183,-0.439,0.815,183.38,0.131,1.161,-0.625,-1.109,0.647,-0.451,0.117,206.12,0.193,1.283,0.392,0.573,1.244,1.109,15.519,1
4563,"1988-09-24",9,-1.018,-1.032,-0.663,0.134,-0.394,69.85,-0.153,0.286,0.575,-1.398,1.022,146.62,1.394,0.947,-0.93,-0.148,0.75,-1.482,0.188,186.02,1.513,1.276,0.924,1.035,1.069,0.906,20.665,1
4599,"1988-10-30",10,0.54,0.323,0.436,-0.797,-0.878,95.09,0.752,0.041,-1.005,-1.029,0.195,227.84,0.973,0.197,0.383,0.706,-0.858,-0.956,0.01,245.87,1.063,1.844,1.448,-1.182,-0.289,-0.047,0.045,1
4600,"1988-10-31",10,0.779,-0.044,0.138,-0.797,0.179,97.01,0.752,-0.287,-1.068,-0.291,0.402,261.67,0.552,0.567,1.024,0.665,-0.98,0.024,0.867,269.81,0.343,0.585,1.388,-0.074,-0.05,0.108,0.115,1
4601,"1989-05-01",5,-0.511,0.267,0.39,0.212,-0.702,83.77,-0.153,0.286,1.144,-0.144,-0.528,89.21,0.131,-0.095,-0.64,-0.962,0.247,0.172,-0.508,277.18,0.073,1.005,0.443,0.781,-0.001,-0.06,0.524,1
4602,"1989-05-02",5,-0.67,0.605,0.642,0.911,0.663,77.55,-1.058,0.368,1.144,0.373,0.557,71.95,-0.29,-0.436,-0.777,-0.758,0.121,0.258,0.927,282.62,-0.137,0.745,0.34,1.289,0.287,0.123,24.691,1
4603,"1989-05-03",5,-0.25,-0.044,0.115,0.833,-0.041,73.05,-1.058,-0.368,0.638,0.004,0.505,80.7,-0.29,-0.095,-0.243,-0.626,0.056,-0.39,-0.43,246.32,0.223,0.165,0.194,0.896,0.135,0.083,6.243,1
4604,"1989-05-04",5,-0.445,-0.1,-0.045,1.765,0.619,57.8,-1.962,-0.041,0.385,0.89,0.97,33.04,-1.132,-0.251,-0.472,-0.413,-0.108,0.493,0.564,289.46,-0.647,1.637,0.589,1.427,0.255,0.195,7.042,1
4605,"1989-05-05",5,-0.838,0.182,0.092,2.309,0.796,55.44,-2.415,-0.368,0.575,0.078,1.435,83.17,-0.29,-0.563,-0.991,-0.636,0.3,-0.824,1.573,216.46,0.523,1.655,0.546,0.711,0.173,0.086,44.631,1
4606,"1989-05-06",5,-0.53,-0.185,0.001,0.212,1.676,82.45,-0.153,-0.45,0.512,-0.365,0.092,108.37,0.552,-0.65,-0.716,-0.647,0.209,-0.676,0.057,228.29,0.583,-0.774,-0.27,0.619,-0.224,-0.135,0.075,1
4610,"1989-05-10",5,-0.574,-0.721,-0.412,0.134,0.267,78.2,-0.153,0.859,1.333,1.037,-0.942,56.36,-1.132,0.869,0.017,-0.255,1.725,0.866,-0.283,55.95,-1.247,0.124,-1.112,0.319,0.766,0.629,0.309,1
4613,"1989-05-13",5,-0.304,0.267,0.39,0.445,-0.394,80.46,-0.605,0.368,1.144,0.004,-0.063,87.11,0.131,0.548,0.001,-0.891,0.323,-0.446,-0.148,224.82,0.313,0.957,0.151,0.781,0.229,0.237,4.421,1
4614,"1989-05-14",5,0.432,0.239,0.39,0.134,-0.878,84.27,0.299,-0.941,-0.183,-0.439,0.35,180,0.552,0.295,0.276,0.243,-0.492,-0.849,-1.919,243.45,0.553,2.121,0.108,-1.991,-0.793,-0.117,21.241,1
4615,"1989-05-15",5,0.23,-0.072,0.138,-0.176,-0.57,88.23,0.299,-1.023,0.069,0.078,-0.27,54.26,-0.29,0.489,0.261,-0.408,-0.161,0.335,-0.404,282.32,-0.257,1.413,-0.399,-2.591,-0.205,0.276,1.017,1
4618,"1989-05-18",5,-0.413,-0.608,-0.572,1.532,-0.79,40.3,-1.962,0.368,-0.942,1.259,-1.148,327.94,-1.553,0.782,0.108,0.579,-0.717,1.126,0.336,298.03,-1.067,1.217,-0.193,1.196,0.834,0.734,11.871,1
4619,"1989-05-19",5,-0.234,-0.919,-0.938,1.299,-0.746,10.1,-1.51,0.614,-1.384,1.037,-0.787,309.58,-1.553,1.122,0.475,0.279,-0.5,1.009,0.578,298.49,-1.247,0.786,-0.803,0.434,0.798,0.739,17.296,1
4620,"1989-05-20",5,-0.225,-1.229,-1.03,0.445,-0.261,180.88,-0.605,0.123,-1.005,0.89,-0.063,316.9,-1.132,1.191,0.49,-0.235,-0.012,1.05,0.615,311.49,-1.037,-0.785,-0.554,1.058,0.899,0.737,10.718,1
4621,"1989-05-21",5,-0.38,-1.173,-0.778,0.134,-0.526,62.37,-0.153,-0.614,-0.12,0.521,-0.58,8.57,-0.711,0.986,0.337,-0.748,0.548,0.968,0.608,336.82,-0.797,0.236,-0.992,0.642,0.942,0.777,0.094,1
4624,"1989-05-24",5,-0.303,0.21,0.298,0.989,-1.01,74,-1.058,0.286,1.017,0.447,0.66,69.27,-0.29,1.054,0.215,-1.272,0.552,0.238,0.48,306.95,-0.257,0.709,0.262,2.328,0.858,0.5,7.351,1
4625,"1989-05-25",5,0.278,0.408,0.527,-0.021,-2.243,86.55,0.299,-0.45,0.512,-0.439,0.195,117.6,0.552,0.908,0.536,0.055,-0.428,-0.563,-0.999,248.91,0.463,1.513,0.744,0.896,-0.173,0.027,29.554,1
4626,"1989-05-26",5,0.257,-0.072,0.115,-1.341,0.399,104.76,1.204,-1.023,0.069,-0.291,0.04,114.46,0.131,0.665,0.521,-0.55,-0.077,-0.053,-0.605,265.44,-0.017,1.359,-0.743,-2.406,-0.46,0.215,24.505,1
4627,"1989-05-27",5,-0.149,0.182,0.298,-1.574,-0.129,105.24,1.204,-0.532,0.512,-0.217,0.247,95.75,-0.29,0.616,0.017,-0.799,0.129,0.258,-0.37,282.21,-0.407,1.968,1.388,0.711,0.503,0.388,0.432,1
4628,"1989-05-28",5,-1.063,0.38,0.481,-1.341,-0.878,101.31,1.204,0.941,1.586,-0.586,0.505,101.41,0.131,0.548,-0.96,-1.262,1.096,-0.267,0.39,124.77,-0.137,2.198,0.005,0.665,0.898,0.679,3.991,1
4629,"1989-05-29",5,-0.96,0.605,0.688,-1.03,-0.129,96.82,1.204,0.123,0.638,-1.103,2.004,134.62,0.973,0.324,-1.113,0.101,-0.138,-1.288,1.132,223.64,1.123,2.292,1.397,1.704,0.49,0.299,81.826,2
4630,"1989-05-30",5,-0.145,0.436,0.527,-1.03,1.06,98,1.204,-0.614,-0.689,-0.586,1.177,233.57,0.552,0.236,-0.136,0.162,-0.527,-0.604,0.158,250.25,0.613,2.269,0.512,0.85,0.231,0.286,65.825,2
4631,"1989-05-31",5,-0.242,-0.157,0.046,-0.875,0.928,98.94,0.752,-0.45,-0.942,-0.217,1.177,266.58,0.131,0.256,-0.166,0.141,-0.565,-0.017,0.995,267.67,0.163,1.702,0.237,0.434,0.44,0.414,17.436,1
4632,"1989-06-01",6,-0.315,-0.354,-0.091,-0.487,0.531,92.97,0.299,-0.696,-0.752,-0.291,1.074,256.62,0.131,0.509,-0.166,-0.108,-0.393,-0.181,0.43,261.45,0.133,1.962,0.778,0.411,0.564,0.518,5.181,1
4633,"1989-06-02",6,-0.299,-0.495,-0.206,-0.176,0.399,87.63,0.299,-1.187,-0.057,-0.217,0.66,113.91,0.131,0.635,-0.044,-0.459,-0.134,-0.109,0.124,262.69,0.073,1.997,0.778,1.012,0.606,0.547,11.369,1
4634,"1989-06-03",6,-0.311,-0.721,-0.412,-0.487,1.324,94.48,0.299,-0.941,0.196,-0.07,-0.011,90.82,-0.29,0.859,0.154,-0.86,0.159,0.054,0.158,269.41,-0.257,0.928,0.589,0.734,0.778,0.698,3.771,1
4635,"1989-06-04",6,-0.45,-0.778,-0.435,-0.021,-0.614,82.31,-0.153,-0.123,0.765,0.152,-1.923,78.6,-0.29,1.22,0.246,-0.982,1.134,0.6,-0.404,32.18,-0.767,1.035,0.005,0.619,0.972,0.846,0.123,1
4638,"1989-06-07",6,-0.607,-1.173,-0.824,-0.875,-0.261,120.79,0.752,-0.287,-0.183,0.89,-0.787,179.37,-1.132,1.239,0.139,-0.54,1.066,1.167,-0.605,32.37,-1.217,1.217,-1.044,-0.097,1.223,1.091,0.936,1
4639,"1989-06-08",6,-0.898,-1.399,-1.03,-0.642,-0.79,175.28,0.299,-0.368,0.196,0.668,-0.218,29.17,-1.132,1.2,-0.289,-0.662,1.355,0.815,0.04,45.07,-1.007,0.402,-0.932,0.457,1.396,1.089,4.357,1
