"","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","clazz"
"517",0.7,0.493,0.55,0.911,-1.539,77.24,-1.058,-0.614,0.385,0.225,-0.683,61.22,-0.29,-0.007,0.918,-0.764,0.129,-0.196,0.474,260.88,0.133,0.278,0.967,0.411,-0.462,-0.333,1
"6316",-0.593,-1.003,-1.305,0.678,-0.041,315.6,-0.605,-1.023,-0.499,-0.217,-0.528,267.61,0.131,1.249,-0.029,-1.455,0.814,0.218,-0.672,184.96,-0.107,-0.496,-0.4,-0.769,0.982,1.15,1
"1180",-0.556,-0.947,-0.732,0.833,-0.526,40.14,-1.058,1.759,1.523,1.997,-1.303,42.58,-1.975,1.278,0.078,0.258,1.877,1.453,-0.757,43.97,-1.577,-0.094,-0.124,-0.074,1.297,1.253,1
"2277",-0.131,-0.185,-0.045,1.222,0.135,65.28,-1.058,-1.023,-0.057,0.078,-0.838,175.32,0.131,-0.553,-0.35,-0.026,-0.378,-0.589,-0.098,248.8,0.853,-0.307,0.753,0.965,-0.389,-0.439,1
"1417",-0.848,-1.116,-0.755,-0.875,0.135,118.46,0.752,-0.696,0.322,-0.439,0.092,117.43,0.552,0.587,-0.579,-1.206,0.654,-0.451,0.86,201.5,0.463,1.465,0.546,0.388,0.838,0.851,1
"47021",0.718,2.101,1.878,0.911,0.84,82.98,-0.605,-0.041,0.891,-0.365,-0.166,98.96,0.552,-1.654,0.063,0.477,-0.576,-1.13,-0.81,236.23,1.093,0,0.873,-0.351,-1.28,-1.398,1
"4771",-0.793,-0.608,-1.671,0.911,0.443,300.03,-0.605,1.596,-2.395,0.89,0.454,292.21,-0.711,0.626,-0.396,0.39,-0.675,0.805,1.196,291.16,-0.287,0.012,-0.364,-0.143,1.074,1.044,1
"5690",-0.524,0.126,0.298,-0.331,-0.129,90,0.299,-1.023,0.006,0.078,0.712,41.29,0.131,-0.982,-0.991,0.05,-0.462,-0.038,1.754,270.12,0.163,0.869,1.053,-0.605,-0.363,-0.408,1
"632",-0.331,0.069,0.23,0.445,-0.614,79.76,-0.605,0.941,1.397,0.89,-0.993,60.43,-1.132,0.256,-0.136,-0.57,1.359,0.963,0.46,40.3,-1.127,-0.88,-1.62,1.497,-0.039,-0.133,1
"59881",1.587,1.819,1.672,0.057,0.267,87.74,-0.153,0.368,0.891,-1.103,0.402,127.21,1.394,-1.001,1.131,1.57,-1.269,-1.686,-0.541,237.36,1.663,0.165,1.602,1.656,-1.201,-1.475,1
"63711",0.609,2.13,1.924,0.134,-0.394,87.45,-0.153,-0.287,0.006,-1.177,1.074,158.79,0.973,-1.498,-0.273,2.165,-1.841,-1.584,0.514,245.86,1.393,1.589,1.577,1.679,-1.098,-1.35,1
"5914",0.288,0.972,0.985,-0.642,0.047,92.38,0.752,-0.041,0.701,-0.882,0.402,125.56,0.973,-0.085,0.292,0.319,-0.477,-1.069,-0.219,236.34,1.063,-0.154,1.199,0.71,-0.188,-0.15,1
"5875",-0.152,-1.314,-0.892,-0.098,0.003,66.48,0.299,-0.532,-0.057,0.668,-0.115,12.32,-0.711,0.801,0.49,-0.809,0.666,0.963,0.679,347.73,-0.887,-0.402,-0.872,0.178,0.815,0.835,1
"1165",-1.963,-0.524,-1.74,-0.642,2.821,263.88,0.299,1.105,-1.89,0.078,3.761,271.7,-0.29,0.1,-2.228,0.924,-0.961,-0.109,2.823,262.81,-0.077,0.16,-0.562,0.827,1.343,1.003,1
"1709",1.491,1.368,1.237,-2.04,-0.305,102.44,2.109,-0.859,-0.563,-0.513,0.35,231.55,0.552,-0.738,1.162,0.609,-0.942,0.218,-0.266,274.35,-0.197,-1.14,0.065,-0.351,-1.226,-1.113,1
"17401",0.75,0.069,0.23,0.6,-1.362,78.17,-0.605,-0.123,0.828,0.078,-0.58,78.65,-0.29,0.723,1.024,-0.174,-0.351,0.136,0.08,273.56,-0.047,-0.602,1.105,0.065,-0.284,-0.144,1
"4302",-0.702,-0.665,-1.579,1.144,0.707,308.43,-1.058,0.614,-0.626,1.554,0.04,343.69,-1.553,1.424,-0.06,-0.525,0.868,1.244,0.117,184.25,-1.337,-0.112,-0.571,-1.044,1.399,1.5,1
"4363",1.51,1.904,1.672,1.687,-0.526,77.72,-1.51,-0.696,-0.057,-0.734,0.195,166.77,0.973,-0.933,0.841,2.165,-1.601,-2.141,-0.642,235.36,1.782,-0.017,1.526,1.658,-1.279,-1.558,1
"54081",0.485,1.057,1.054,-0.642,-1.451,92.29,0.299,-0.205,0.385,-0.956,0.919,144.11,0.973,0.353,0.551,0.329,-0.241,-1.482,1.196,223.28,1.333,-1.258,0.228,0.365,-0.566,-0.516,1
"6311",-0.83,-0.467,-1.35,2.309,1.104,337.99,-2.415,1.514,-0.247,2.44,1.384,357.71,-2.396,0.928,-0.487,0.401,0.7,2.188,1.011,175.94,-2.207,0.136,-0.013,-0.423,1.226,1.219,1
"1246",-0.394,-0.975,-1.465,-0.564,-0.261,260.46,0.752,-0.45,-0.879,0.225,0.35,291.81,-0.29,0.713,0.078,-1.074,0.433,0.478,-0.303,311.81,-0.287,0.154,-1.216,-1.275,0.69,1.022,1
"27391",1.372,1.452,1.375,-0.797,-0.173,93.43,0.752,-0.45,0.575,-0.365,-0.321,101.61,0.552,-0.621,1.162,0.253,-0.656,-0.247,0.531,262.4,0.043,-1.234,1.311,0.988,-1.112,-1.355,1
"341",-0.206,-0.919,-0.641,-1.341,-0.173,126.29,1.204,-0.941,-0.247,0.078,-0.115,172,0.131,0.363,-0.151,-0.865,0.43,0.657,-0.467,325.54,-0.647,0.934,-1.345,-1.182,0.165,0.519,1
"33911",0.427,-0.326,-0.206,1.299,-0.438,60.1,-1.058,-0.696,-0.373,0.521,0.35,340.87,-0.711,0.791,1.147,-0.667,0.163,0.57,0.934,298.57,-0.497,0.887,-0.459,0.55,0.398,0.495,1
"5105",-1.377,-1.06,-0.709,0.212,-1.847,70,-0.153,1.268,-2.016,-1.325,-0.476,242.7,1.394,-0.319,-1.586,1.24,-1.048,-1.61,0.985,236.72,1.722,0.52,0.709,-0.074,0.673,0.6,1
"78",-0.774,-1.116,-1.007,0.756,-0.173,182.47,-0.605,1.105,1.144,1.554,-0.115,42.08,-1.553,1.132,-0.426,0.36,1.839,1.642,-0.965,39.68,-1.697,0.095,-0.133,-0.189,1.21,1.189,1
"685",-1.218,-1.314,-1.076,-0.875,0.531,197.98,0.752,-0.778,-0.183,-0.734,0.454,180,0.552,0.402,-1.098,-1.135,0.837,-0.563,-0.004,177.54,0.613,-0.466,-0.45,-0.166,1.095,1.034,1
"5182",-0.607,-0.947,-0.618,0.212,-0.482,69.64,-0.605,-0.205,0.006,0.963,-1.252,11.22,-1.132,1.113,0.078,-0.875,0.685,0.897,0.01,349.77,-1.037,0.337,-0.734,0.319,1.377,1.224,1
"42891",-0.829,0.013,0.184,0.29,0.047,81.54,-0.153,1.186,1.776,0.447,-0.373,75.07,-0.29,-0.066,-0.701,-1.226,1.134,0.223,0.275,78.53,-0.167,1.495,0.451,1.173,0.646,0.303,1
"3120",0.448,0.634,0.688,0.523,-1.23,81.72,-0.605,-0.205,0.259,-1.029,0.144,153.17,0.973,0.217,0.185,0.904,-0.877,-1.252,-1.802,239.3,1.273,1.926,-1.104,-0.859,-0.778,-0.497,1
"63301",-0.137,1.001,1.008,0.6,0.884,82.59,-0.605,-1.023,0.133,-0.217,0.454,93.87,0.131,-1.245,-0.197,0.589,-0.736,-0.701,2.601,252.3,0.463,0.662,0.365,1.241,-0.163,-0.196,1
"5707",-0.622,0.182,0.344,-0.409,0.884,91.02,0.752,-0.368,-0.879,-0.586,0.35,238,0.552,-0.67,-1.022,-0.281,-0.264,0.264,-0.693,278.66,-0.107,0.721,-3.82,-3.401,-0.524,0.199,1
"93",-1.979,-1.286,-1.053,-0.875,0.135,194.78,1.204,-0.287,0.449,-0.365,-1.975,97.63,0.552,-0.378,-2.274,-1.033,1.332,-0.053,-0.951,103.18,0.343,1.117,-0.459,-0.651,1.108,1.185,1
"5217",-1.713,-1.144,-0.961,0.6,-0.35,15.22,-0.153,-0.532,-0.499,0.521,-0.425,329.3,-0.29,0.343,-1.678,-1.409,0.738,0.361,0.188,345.43,-0.287,-0.024,-0.545,-0.974,1.288,1.461,1
"1536",-0.702,-1.229,-1.259,-0.331,-0.79,274.89,0.299,-0.123,0.196,0.963,-0.528,22.06,-1.132,1.181,-0.166,-0.53,1.287,1.055,-0.689,31.17,-1.187,0.508,-0.425,0.203,1.187,1.119,1
"5810",-0.901,-0.58,-0.48,1.454,0.707,46.43,-1.51,1.759,0.954,2.44,1.332,27.24,-2.396,0.665,-0.579,0.284,1.454,1.892,1.855,25.71,-1.667,2.062,0.193,0.132,1.181,1.047,1
"3",-0.219,-0.552,-0.274,0.445,-0.746,72.3,-0.605,0.041,0.196,1.111,0.144,19.46,-1.132,0.275,-0.014,-0.581,0.319,1.009,0.709,325.08,-1.157,2.092,-0.562,0.249,0.418,0.439,1
"39791",1.186,0.351,0.413,1.144,-1.847,73.04,-1.058,0.532,-1.384,-1.177,-0.838,235.08,1.394,-0.251,0.841,2.566,-2.089,-1.84,-1.247,244.16,2.232,-1.683,0.778,-0.143,-1.213,-1.284,1
"378",-0.999,-0.439,-0.183,0.212,-0.526,78.99,-0.153,1.432,1.46,1.701,-0.27,46.08,-1.553,0.48,-0.854,0.192,1.862,1.371,-0.014,46.69,-1.517,1.259,-0.433,0.642,0.837,0.648,1
"27121",1.504,1.057,1.054,0.212,0.707,85.73,-0.153,-1.105,-0.247,0.152,0.092,183.78,-0.29,-0.709,1.254,0.294,-0.637,0.662,-0.064,287.59,-0.557,-0.567,-3.004,-0.49,-1.154,-1.055,1
"18921",1.032,1.17,1.146,-0.254,0.443,89.69,0.299,-0.859,0.006,-0.66,0.454,157.85,0.552,-1.819,0.414,-0.286,-0.264,0.008,0.191,269.38,-0.197,0.496,0.701,-2.083,-1.568,-1.303,1
"3191",0.28,-0.157,0.069,-0.875,0.487,98.09,0.752,-0.123,0.512,-0.882,0.712,137.6,1.394,0.002,0.063,0.579,-0.725,-0.936,-1.187,242.98,1.123,0.934,0.151,-0.212,-0.887,-0.66,1
"3915",-1.788,0.464,-2.495,1.843,-1.23,294.08,-2.415,5.442,-4.291,3.768,0.66,309.06,-4.08,0.606,-2.014,2.922,-1.86,2.969,0.309,309.15,-3.377,0.136,0.993,-0.051,1.332,1.073,1
"2084",-0.878,-0.89,-0.526,-0.487,0.091,95.59,0.752,0.859,1.46,0.668,-0.528,65.63,-0.711,0.762,-0.487,-0.316,1.713,0.789,-0.407,57.68,-0.767,1.347,-0.459,-0.005,1.236,1.167,1
"46301",-0.967,0.493,0.573,-0.331,-0.085,89.62,0.299,1.677,2.155,0.225,-0.993,82.36,-0.29,-0.027,-0.899,-1.018,1.211,0.524,0.131,47.73,-0.677,0.656,0.392,0.942,0.104,-0.032,1
"13081",1.433,1.989,1.81,-0.098,0.135,88.57,0.299,-0.941,0.133,-0.365,-0.683,120.56,0.552,-2.258,0.673,0.726,-1.003,-0.38,-0.222,259.96,0.193,-0.537,0.718,-0.212,-1.545,-1.722,1
"3774",-0.965,-0.89,-1.534,-0.098,0.311,276.47,-0.153,-0.368,-0.942,0.152,0.144,290,-0.29,0.898,-0.533,-0.972,0.369,0.529,0.548,311.43,-0.437,-0.289,-0.33,-0.374,1.205,1.148,1
"6403",0.172,-1.314,-1.167,-0.098,-0.394,299.46,-0.153,0.614,-1.763,0.078,0.092,276.47,0.131,1.58,0.811,0.873,-1.09,-0.487,0.985,259.42,0.493,-0.224,0.915,0.94,0.88,0.822,1
"1006",-2.272,1.226,-2.679,4.56,1.809,311.44,-4.676,6.751,-3.975,5.687,2.882,322.65,-5.764,0.002,-2.777,4.214,-1.989,4.633,1.882,320.76,-4.757,0.627,1.079,-0.351,1.545,1.34,1
"535",-0.867,0.38,0.504,0.212,0.091,84.16,-0.153,-0.041,0.891,-0.291,1.28,97.93,0.131,-0.173,-1.022,-1.119,0.452,-0.068,1.411,266.69,0.043,1.442,1.045,-0.097,0.346,0.469,1
"5163",-0.994,-0.495,-0.228,-1.108,1.941,107.87,1.204,-0.45,-0.879,-0.439,1.591,252.83,0.131,-0.319,-1.342,0.319,-0.717,-0.206,0.296,263,0.133,-0.49,-0.708,-0.235,0.207,0.391,1
"1012",-0.187,-0.072,0.046,1.144,0.531,67.78,-1.058,0.614,0.891,1.185,-0.476,44.14,-1.132,0.148,0.169,-0.657,1.085,1.075,0.054,20.05,-1.217,0.721,-0.373,1.15,0.257,0.14,1
"3492",0.211,2.045,1.855,-0.176,0.884,89.34,0.299,0.695,0.575,-1.841,-0.218,152.93,1.815,-3.202,-1.159,0.828,-0.283,-2.013,-1.835,216.15,1.782,-0.833,-2.591,-1.852,-1.853,-1.767,1
"6443",-0.012,-0.975,-0.686,0.6,-0.614,51.55,-0.605,-0.45,-0.879,-0.217,-0.787,262.62,0.131,0.928,0.628,0.238,-0.66,0.177,0.595,273.96,-0.137,1.955,0.004,0.779,0.596,0.611,1
"58201",1.05,2.44,2.176,-0.098,1.853,88.74,-0.153,0.123,0.828,-0.882,0.247,123.12,0.973,-2.111,-0.014,0.787,-0.946,-0.803,-0.965,249.03,0.823,-1.17,1.096,-1.092,-1.626,-1.745,1
"57410",1.348,2.017,1.81,-0.564,-0.173,91.44,0.752,-0.368,-0.247,-1.103,-0.683,190.57,1.394,-1.488,0.521,1.738,-1.612,-1.207,-0.582,248.46,1.243,-1.465,0.778,-1.344,-1.703,-1.847,1
"4191",-1.079,-0.665,-0.618,-2.117,1.192,142.5,2.109,0.614,-0.689,-1.915,1.28,198.41,1.815,0.226,-1.174,0.335,0.285,-1.916,0.8,199.65,2.022,-1.075,-0.107,0.088,0.853,0.804,1
"6317",-1.004,-1.257,-1.213,-0.098,-0.658,288.21,-0.153,-0.778,-0.373,0.299,-0.58,189.46,-0.29,0.996,-0.686,-1.023,1.012,0.636,-0.847,199.71,-0.527,-0.65,-0.391,-0.699,1.147,1.229,1
"35921",1.623,0.464,0.573,0.445,0.399,81.88,-0.153,0.695,-1.763,-0.66,-0.115,254.87,0.973,0.041,1.742,1.707,-1.715,-0.655,-0.044,258.43,1.063,-1.293,0.778,-0.074,-0.752,-0.61,1
"7251",1.526,2.017,1.81,0.756,1.192,83.55,-0.605,-0.859,0.196,-0.365,-0.321,121.04,0.552,-2.141,0.612,0.751,-1.018,-0.441,-0.484,258.86,0.463,-0.797,-0.536,-2.452,-1.838,-1.838,1
"884",-0.461,-0.919,-1.465,-1.03,-1.495,243.82,1.204,1.677,-2.522,0.225,-0.476,277.14,0.131,0.791,-0.182,0.782,-1.06,0.223,-0.236,274.12,-0.017,-1.264,-0.227,0.48,0.809,0.725,1
"64081",-0.397,0.323,0.436,0.367,0.443,82.08,-0.605,0.286,1.144,0.078,1.022,81.68,-0.29,-0.261,-0.472,-1.231,0.757,-0.247,-0.346,181.87,0.253,-0.998,-0.512,0.94,-0.147,-0.195,1
"2259",-1.14,-1.201,-0.801,-0.176,-0.217,81.15,0.299,0.286,0.954,0.594,-0.425,61.04,-0.711,0.596,-0.823,-0.428,1.679,0.611,-0.128,64.4,-0.827,0.94,0.039,0.388,1.172,0.98,1
"37481",0.853,0.21,0.367,-0.409,-1.274,90.98,0.299,-0.941,-0.499,-0.291,-0.011,258.76,0.552,0.587,1.208,0.574,-0.9,-0.145,0.181,266.48,0.163,2.139,0.821,-0.143,-0.174,-0.026,1
"5032",-1.594,-1.088,-0.686,-0.331,0.928,88.56,0.299,-1.105,0.069,-0.07,0.04,38.11,0.131,0.256,-1.586,-1.43,1.012,0.136,-0.417,197.17,-0.077,1.194,0.331,-0.466,1.527,1.464,1
"1745",-0.27,0.097,0.092,1.998,-0.305,58.57,-1.962,1.105,0.765,1.849,-0.58,28.36,-1.975,0.392,0.154,0.202,1.576,1.693,-0.306,31.55,-1.757,0.898,-1.216,0.226,0.508,0.479,1
"32111",1.449,1.142,1.1,0.523,-0.966,83.29,-0.605,-0.123,-0.942,-0.808,-0.166,232.57,0.973,-0.368,1.147,2.124,-1.932,-1.196,-0.857,251.33,1.333,0.987,0.168,-0.212,-1.062,-0.935,1
"57810",1.295,1.791,1.604,1.144,0.972,80.52,-1.058,-0.778,-0.373,-0.66,-0.425,180,0.973,-2.277,0.414,1.707,-1.586,-1.237,-1.042,248.24,1.213,-1.27,-2.557,-1.852,-1.779,-1.878,1
"4743",-1.923,-1.06,-1.259,0.678,1.192,321.8,-0.605,-0.205,-1.131,-0.07,1.384,271.86,0.131,0.295,-2.121,-0.723,0.064,-0.145,0.88,259.37,0.343,-0.029,-0.175,0.203,1.519,1.291,1
"2940",1.714,1.904,1.741,0.29,0.311,86.08,-0.153,-1.023,0.006,-0.439,-0.218,147.31,0.552,-1.508,0.857,2.078,-1.902,-1.156,-1.046,251.58,1.183,-0.933,1.087,0.342,-1.69,-1.949,1
"5462",0.759,1.339,1.283,-0.487,0.707,91.19,0.752,-0.614,0.449,-0.365,0.867,105.06,0.552,-1.537,0.154,0.879,-1.094,-0.548,0.517,257.38,0.703,0.26,1.328,1.312,-1.104,-1.333,1
"2658",-1.541,-1.06,-1.259,0.678,1.941,322.41,-0.605,-0.368,-0.689,0.594,1.125,325.33,-0.711,0.041,-1.663,-0.972,0.411,0.57,0.366,318.39,-0.737,1.017,0.082,-1.321,1.013,1.253,1
"2457",-0.846,-1.286,-1.19,-0.642,0.355,238.61,0.752,-0.859,0.069,0.225,-0.27,43.93,-0.29,1.2,-0.243,-1.424,1.001,0.223,-0.434,45.55,-0.407,0.568,-0.184,0.48,1.589,1.264,1
"5572",-0.246,-1.116,-0.915,0.678,-0.482,18.81,-0.605,-0.696,-0.247,0.447,-0.683,169.07,-0.711,1.59,0.734,-1.191,0.738,0.57,-0.057,176.22,-0.647,-0.402,-0.967,-1.829,1.264,1.473,1
"5168",-0.533,-1.257,-0.938,0.212,-0.614,29.68,-0.153,0.286,0.701,1.037,-0.528,42.13,-1.132,1.171,0.139,-0.484,1.294,1.121,0.42,32.78,-1.157,1.342,-0.296,0.711,1.143,1.023,1
"6142",-1.467,-0.665,-1.373,-2.35,-0.394,208.88,2.109,0.777,-1.068,-1.767,-0.425,209.32,1.394,0.324,-1.541,-0.509,0.342,-0.997,-0.965,203.37,0.763,0.106,-0.082,-0.006,1.306,1.18,1
"1300",-0.492,-1.06,-0.778,-1.186,1.016,134.89,1.656,-0.45,-0.879,-0.291,0.454,259.9,0.131,-0.641,-0.701,-0.209,-0.306,-0.283,0.642,257.89,0.223,-0.372,0.082,0.573,-0.118,0.034,1
"2803",-0.412,-0.044,-0.137,2.309,0.84,49.06,-1.962,0.368,0.385,1.332,0.402,24.49,-1.132,0.499,0.001,-0.916,0.502,0.738,0.867,323.97,-0.887,1.985,0.478,0.965,0.835,0.781,1
"7301",0.888,0.775,0.802,-1.186,0.399,98.19,0.752,-0.287,0.133,0.816,-0.528,19.39,-0.711,-0.826,0.811,-0.509,0.049,0.733,-0.515,303.63,-0.947,-1.388,0.177,0.18,-0.754,-0.749,1
"22551",1.276,1.114,1.1,-0.409,-0.261,90.64,0.752,-0.532,0.259,-0.734,-0.166,136.7,0.552,-1.079,0.49,1.311,-1.391,-0.752,-0.565,254.73,0.643,-0.195,1.551,0.527,-1.318,-1.526,1
"17481",-0.655,-0.015,0.184,0.29,-0.658,81.48,0.299,0.123,0.891,0.521,0.04,60.29,-0.29,-0.124,-0.579,-1.318,0.742,0.253,0.48,145.88,-0.227,1.655,-0.622,0.965,0.313,0.204,1
"5787",-0.755,-1.37,-1.053,-0.176,0.091,146.89,0.299,-0.859,-0.12,-0.144,-0.631,131.67,0.131,1.074,-0.304,-1.455,0.75,0.044,-0.757,168.37,-0.017,0.733,0.099,0.617,1.168,1.176,1
"19421",-0.567,-0.749,-0.641,1.299,-0.79,38.34,-1.058,-0.041,-0.626,0.963,0.557,338.63,-0.711,0.519,-0.35,-0.474,-0.104,-0.186,1.882,264.96,0.253,0.762,0.812,1.52,0.572,0.295,1
"42521",0.126,0.944,0.917,0.911,-1.01,79.59,-0.605,0.041,0.954,0.152,-0.166,77.16,0.131,-0.378,-0.243,0.604,-0.843,-0.655,-0.911,251.27,0.643,-0.035,1.113,0.758,-0.678,-0.692,1
"2229",-1.494,-1.173,-1.144,0.445,-1.671,336.03,-1.058,1.186,-1.763,1.332,-1.045,308.83,-1.975,0.256,-1.586,0.065,-0.153,1.249,0.662,311.45,-1.367,0.762,0.89,0.665,0.855,0.656,1
"4703",-0.569,-1.144,-0.732,-0.021,-0.526,73.56,-0.153,0.777,1.333,0.742,-1.2,63.53,-1.132,1.502,0.322,-0.011,1.98,0.83,-0.662,63.06,-1.037,-0.596,-1.68,0.434,1.438,1.28,1
"202",-0.189,-0.411,-0.16,0.057,-0.085,82.93,-0.153,-0.778,-0.247,0.447,0.195,184.93,-0.29,0.285,0.032,-0.398,-0.111,0.549,0.578,290.64,-0.647,1.318,0.623,1.589,0.416,0.309,1
"5648",-1.143,-0.947,-1.465,-0.642,0.399,256.38,0.752,2.987,-3.406,-1.103,2.056,255.94,1.394,0.314,-1.128,1.885,-1.742,-0.859,1.717,255.21,1.183,0.916,0.572,0.203,1.223,1.003,1
"2278",-0.811,-1.116,-0.709,-0.409,-0.614,95.21,0.299,0.695,1.207,0.816,-0.011,60.39,-0.711,0.976,-0.426,-0.398,1.713,0.657,-0.494,62.46,-0.767,0.148,-0.562,0.18,1.205,1.088,1
"5734",-0.678,-1.144,-0.801,0.29,-0.878,52.99,-0.153,-0.041,0.322,0.963,-0.166,28.97,-0.711,1.161,-0.212,-0.331,1.131,1.402,0.813,17.9,-1.457,0.16,-0.03,0.686,1.04,0.763,1
"429",-1.441,-0.749,-0.618,1.222,-0.261,42.15,-1.51,0.859,0.954,1.406,-0.58,40,-1.553,0.421,-1.312,-0.092,1.656,1.244,0.148,43.79,-1.577,0.561,-0.622,0.065,1.315,1.142,1
"1053",-1.741,-1.003,-1.213,0.911,-0.129,333.42,-0.605,0.368,-1.51,0.373,0.505,288.57,-0.29,0.421,-1.831,0.538,-0.835,-0.145,1.374,266.61,0.463,0.473,0.366,0.758,1.54,1.233,1
"39911",-1.008,1.424,1.352,0.134,1.192,86.53,-0.153,1.841,2.345,-0.291,-0.683,92.74,0.131,-1.751,-1.586,-0.85,0.163,-0.155,0.699,256.22,0.223,0.219,0.942,0.988,-0.624,-0.886,1
"555",-0.558,-0.354,-0.114,-0.797,-0.217,98.8,0.752,-0.123,0.765,0.225,0.66,70.26,-0.29,0.236,-0.472,-1.15,0.513,0.478,0.003,316.56,-0.647,0.591,-0.175,1.45,0.401,0.294,1
"2363",1.193,1.791,1.604,1.454,-0.261,78.42,-1.51,-1.105,0.069,-0.144,0.092,90,0.131,-1.108,0.719,0.818,-1.083,-0.191,0.783,264.95,0.283,-1.53,1.165,0.665,-1.177,-1.337,1
"1570",-0.864,-0.778,-0.663,1.222,0.311,38.3,-1.51,1.841,1.27,2.218,-0.425,34.65,-2.396,0.811,-0.533,0.233,1.5,1.78,0.037,27.2,-1.937,1.826,0.581,0.642,1.29,1.09,1
"5659",0.217,-1.229,-0.984,-1.03,-0.482,155.62,0.752,-1.023,-0.12,-0.513,0.144,132.07,0.552,0.996,0.902,-0.758,0.144,-0.334,0.712,249.34,0.373,0.538,-0.322,-0.005,0.652,0.664,1
"59181",0.628,0.464,0.504,1.222,0.443,73.58,-1.51,0.041,0.701,0.668,-0.321,50.84,-0.711,0.285,1.116,-0.408,-0.172,0.044,0.548,271.62,-0.107,-0.201,0.718,0.017,-0.046,0.08,1
"4958",0.334,-1.116,-0.847,0.6,-0.526,29.89,-0.605,-0.859,-0.247,0.373,-0.425,181.23,-0.29,1.454,1.131,-0.509,1.054,1.203,-0.841,194.49,-1.337,-0.295,-1.534,-1.09,0.295,0.553,1
"6484",0.543,-0.185,0.046,0.134,-0.305,83.07,-0.153,-0.859,0.006,0.299,-1.355,30.67,-0.29,0.246,1.238,-0.23,-0.309,0.034,0.339,270.65,-0.197,-1.128,0.64,1.01,0.143,0.103,1
"1630",1.093,2.525,2.245,-0.331,1.28,89.81,0.299,0.041,0.512,-1.251,0.454,144.25,1.394,-2.248,-0.212,2.017,-1.517,-1.993,-1.61,236.3,1.962,-0.714,1.569,1.427,-1.544,-1.857,1
"1855",-0.272,-1.088,-0.686,-0.176,-0.482,83.97,0.299,-0.778,-0.247,0.447,-1.097,170.12,-0.711,0.558,0.337,-0.743,1.047,0.958,0.017,20.58,-1.007,1.094,-1.061,0.85,0.686,0.528,1
"2527",-1.239,-0.749,-1.602,-1.03,-0.173,248.97,1.204,2.005,-2.522,-1.546,1.28,242.95,1.815,0.704,-1.251,0.604,-0.797,-0.865,0.396,247.07,1.213,0.828,0.117,0.919,1.257,1.018,1
"2232",-2.808,-1.229,-1.053,-0.487,1.632,97.91,-0.153,-0.205,-0.626,0.373,4.123,284.07,-0.711,-0.728,-3.694,-0.021,-0.066,0.029,4.03,274.49,-0.197,-0.49,1.371,1.912,1.033,0.547,1
"4514",-0.785,-0.636,-1.534,1.299,1.28,314.71,-1.058,0.45,-1.384,0.816,0.919,303.51,-0.711,0.694,-0.411,-0.631,0.353,0.973,0.924,325.5,-0.767,0.816,0.108,0.134,1.063,1.027,1
"71",-0.957,-1.37,-1.144,-0.254,0.223,282.92,0.299,0.123,0.259,1.185,-0.011,21.91,-1.132,0.772,-0.64,-0.103,1.443,1.433,-0.525,30.57,-1.337,-0.567,-0.906,-0.905,1.111,1.222,1
"52181",2.009,1.876,1.718,-0.021,-0.085,88.29,0.299,-0.45,-0.247,-1.029,-0.011,184.25,0.973,-0.728,1.391,2.378,-1.902,-1.845,-1.845,241.8,1.692,-1.122,1.234,-0.582,-1.56,-1.855,1
"1568",-1.44,-0.665,-1.579,0.989,1.06,305.53,-1.058,1.432,-0.815,2.366,1.384,343.73,-2.396,0.07,-1.586,0.619,0.35,2.336,1.408,344.39,-2.207,-0.189,0.46,0.827,1.172,0.96,1
"19411",-0.951,-0.552,-1.259,2.153,-0.614,343.5,-2.415,2.005,-1.384,2.587,0.609,333.43,-2.817,0.743,-0.854,0.345,0.159,1.923,0.319,335.22,-1.847,0.201,1.053,0.157,0.757,0.679,1
"3592",-0.261,-0.834,-1.579,-0.564,0.135,263.85,0.752,-0.778,-0.247,0.447,0.402,195.96,-0.29,1.424,0.582,-1.221,1.012,0.493,-0.031,32.06,-0.587,0,0.159,-1.367,0.952,1.334,1
"3429",0.784,1.368,1.26,1.066,-0.482,79.96,-1.058,-0.778,-0.183,-0.66,0.764,171.37,0.552,-0.641,0.582,1.585,-1.327,-1.661,0.225,239.4,1.573,-0.266,1.303,1.173,-0.778,-1.011,1
"11701",1.359,0.944,0.962,-0.409,-0.526,90.35,0.299,-0.859,0.259,0.004,-0.425,77.35,0.131,-0.046,1.086,0.848,-1.121,-0.068,-0.474,267.61,-0.107,-1.447,0.641,-0.605,-1.208,-1.155,1
"1189",0.291,0.408,0.527,0.212,-0.526,84.31,-0.153,-0.123,0.828,0.078,0.919,82.64,0.131,0.548,0.475,-0.169,-0.328,-0.323,0.591,256.59,0.493,-0.006,0.658,1.935,-0.343,-0.505,1
"3476",-0.126,1.509,1.352,1.61,-0.35,76.77,-1.51,2.086,2.345,1.111,-0.476,67.21,-1.132,-0.709,-0.09,-0.718,1.409,0.718,0.255,48.7,-0.557,-0.354,-0.691,0.019,-0.343,-0.33,1
