"","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8zh","P850","P_f","P_u","P_v","P_z","Rhum","Shum","clazz"
"1546",-0.438,55.75,-0.153,-0.941,0.069,-0.07,-0.683,0.131,0.933,-0.728,0.117,0.447,0.464,-0.189,0.748,1
"5150",0.928,110.44,2.109,-0.287,0.575,-0.586,-0.011,0.552,0.124,-0.143,-0.256,-0.614,-1.55,-0.813,-1.656,1
"818",-0.482,332.22,-0.153,-0.532,-0.373,0.447,-1.097,-0.29,-0.121,-1.241,0.734,0.447,-0.588,-0.12,1.203,1
"1822",-0.085,246.19,0.299,-1.023,-0.12,0.225,-0.683,-0.29,0.154,-1.14,1.172,0.427,-0.572,0.18,1.152,1
"812",1.809,86.48,0.299,-0.532,0.322,-0.513,1.642,0.552,-3.51,-0.942,0.708,-0.65,0.578,0.319,1.039,1
"828",1.104,205.16,3.013,2.414,0.385,-3.539,1.746,3.078,-2.64,1.173,1.332,-2.809,0.373,0.203,1.544,1
"5091",1.192,87.02,-0.153,-0.859,0.133,-0.439,-0.787,0.552,0.643,1.311,-1.422,-0.604,-0.39,-0.143,-1.23,1
"976",0.003,74.58,-0.605,-0.696,0.322,-0.439,1.487,0.131,-0.411,0.05,-0.245,-1.064,-0.054,0.965,-0.044,1
"3115",0.399,201.77,0.752,-0.696,-0.499,-0.66,-0.683,0.552,-1.968,-1.236,0.692,-0.354,-0.481,-0.097,0.99,1
"5824",1.809,91.94,0.752,-0.368,-0.373,-0.956,-0.787,0.973,1.04,1.677,-1.616,-0.88,-1.54,-0.905,-1.523,1
"782",0.619,95.62,0.299,1.105,1.713,0.521,1.901,-0.711,-1.373,-0.703,1.557,0.391,1.559,0.111,1.014,1
"1",-0.041,84.4,0.299,1.105,1.776,-0.217,0.609,0.552,-1.831,-0.952,1.412,-0.007,-0.007,1.543,0.868,1
"6812",-0.173,76.26,-1.058,-0.532,0.449,-0.365,0.247,0.552,-0.67,1.184,-1.201,-1.104,1.015,1.404,-0.761,1
"5318",-0.041,85.02,-0.153,-0.123,0.828,-0.439,-0.321,0.131,0.521,0.268,-0.496,-0.941,1.048,0.896,-1.117,1
"6901",1.324,97.7,1.656,-0.778,-0.12,-0.586,-0.27,0.552,0.872,0.446,-0.774,-0.375,-1.089,-2.499,-1.691,1
"2354",0.267,246.71,0.752,-0.696,-0.626,-0.439,1.539,0.131,-0.625,-1.374,0.7,0.192,-0.057,-0.697,1.077,1
"4413",0.355,79.79,-1.058,-1.187,-0.373,-0.291,0.764,0.131,0.75,1.524,-1.513,-0.941,0.917,1.727,-1.013,1
"5252",0.663,100.97,1.656,0.286,0.765,-1.251,0.505,0.973,-0.09,1.25,-0.942,-1.783,-0.588,0.48,-1.226,1
"3394",-0.394,89.75,0.299,-0.778,0.322,-0.217,-0.787,0.131,0.536,-1.064,0.331,0.233,0.38,0.434,0.464,1
"929",-0.217,263.19,0.299,-0.45,-0.689,0.447,0.144,-0.29,-1.648,-1.018,0.449,0.529,-0.659,0.111,1.44,1
"3979",0.003,305.82,-0.153,-0.287,-0.563,0.742,-0.27,-1.132,0.979,-0.86,0.597,0.851,0.067,-1,1.06,1
"6231",-0.438,62.1,-1.51,-1.023,-0.373,0.152,-0.425,-0.29,1.681,-0.153,-0.363,0.156,0.195,0.965,0.065,1
"5247",-0.834,81.09,-0.605,0.123,0.954,0.299,-1.252,-0.29,0.689,-1.048,0.974,0.708,-0.138,-0.351,-0.397,1
"3011",1.104,210.72,0.752,-0.859,0.006,-0.586,-0.425,0.552,-0.563,-1.236,1.127,-0.247,-0.622,-0.166,1.287,1
"4915",0.752,88.99,-0.153,-1.023,0.006,0.152,-0.011,-0.29,0.765,-0.159,-0.355,-0.211,-0.753,-1.483,-1.57,1
"1253",-1.01,8.59,-0.605,0.695,0.638,1.48,-0.528,-1.553,-0.655,-0.265,1.595,1.085,-0.612,0.065,1.2,1
"701",0.311,83.88,0.299,1.023,1.333,1.111,0.299,-1.132,-1.678,-0.047,1.915,0.912,0.101,-0.628,1.392,1
"1567",-0.658,325.01,-0.153,0.532,-1.7,0.004,0.247,0.131,0.139,0.94,-1.167,-0.308,0.897,1.427,0.68,1
"6805",-0.658,101.15,1.656,-0.696,0.259,-0.586,-0.321,0.552,0.475,0.187,-0.61,0.325,-0.152,-0.674,-0.854,1
"2621",0.091,75.51,-0.153,1.105,1.333,1.259,-0.321,-1.132,-0.594,-0.326,1.5,1.136,-0.269,0.504,0.707,1
"524",0.135,94.5,0.299,-0.778,-0.626,-0.291,-0.321,0.131,0.505,-0.464,-0.127,0.197,0.003,-0.605,-0.066,1
"5554",-0.394,68.9,-1.51,-0.041,0.196,1.037,-0.942,-1.132,0.765,-0.489,0.978,1.269,-0.703,0.527,-0.668,1
"4202",-0.041,37.3,-1.058,0.532,0.701,1.259,-0.27,-1.132,0.047,-0.758,0.872,1.009,0.41,0.779,1.232,1
"401",0.047,75.31,-1.058,-0.123,0.765,-0.144,1.797,0.131,-1.052,-0.55,0.148,-0.706,1.808,1.497,-0.152,1
"2887",0.223,48.55,-1.058,0.286,0.638,1.037,-1.148,-1.132,0.322,-0.464,1.531,0.912,-0.39,0.804,1.494,1
"7211",-0.966,96.75,1.204,0.45,1.144,-0.808,0.04,0.973,-0.441,0.091,-0.317,-0.89,-0.437,0.758,-0.667,1
"1120",-0.966,65.53,-1.058,2.577,2.534,1.554,-0.58,-1.553,-1.419,0.762,2.453,1.259,0.178,-0.697,0.944,1
"6877",0.047,80.41,-0.605,0.286,-1.447,0.373,-0.218,-0.29,1.605,1.056,-1.201,0.585,2.073,0.434,-0.769,1
"5678",-0.526,65.64,-1.51,0.859,1.017,1.332,-0.373,-1.553,0.2,-0.22,1.496,1.254,-0.528,0.942,0.306,1
"4535",0.311,93.34,0.752,-0.778,0.069,-0.66,-0.373,0.552,0.001,0.97,-1.026,-1.099,-0.457,-0.305,-1.113,1
"6290",-0.35,81.92,-0.605,-1.023,-0.247,-0.513,-0.166,0.552,1.513,1.321,-1.403,-0.686,-1.002,-0.374,-1.506,1
"881",0.796,78.65,-0.153,0.614,1.144,0.89,0.195,-1.132,-0.777,-1.175,0.654,0.575,-0.205,-0.143,0.614,1
"5559",1.412,93.35,0.752,-0.859,-0.057,-0.586,0.299,0.973,-0.563,0.701,-0.93,-0.686,0.954,-0.143,-1.338,1
"1828",0.972,159.14,3.918,5.442,1.523,-5.974,2.056,5.184,-2.823,3.964,1.512,-5.525,-1.156,-0.374,0.721,1
"1326",0.047,82.12,0.299,-0.041,0.891,-0.217,0.299,0.131,0.383,-0.819,0.129,0.049,-0.672,-1.159,-0.377,1
"5565",-0.966,84.91,-0.605,-0.45,0.133,-0.882,-0.373,0.973,0.475,1.443,-1.266,-1.487,-1.335,-0.189,-1.767,1
"6565",-0.129,81.78,-0.605,-1.187,-0.183,-0.291,-0.011,0.131,1.024,0.38,-0.736,-0.349,-0.488,-0.79,-0.534,1
"6021",1.5,83.73,-0.153,0.368,1.207,-0.07,1.435,0.131,-0.518,-0.504,-0.062,-0.349,0.954,1.658,-0.156,1
"7629",0.355,84.12,-0.153,-0.041,-1.194,-0.586,-0.58,0.552,2.002,1.514,-1.616,-0.15,-0.696,-2.408,-0.712,1
"5354",-0.526,96.56,1.204,-0.532,0.385,-0.586,-0.063,0.552,0.75,0.706,-0.706,-1.329,0.843,0.758,-1.028,1
"906",-0.614,77.49,-0.153,0.941,1.081,1.332,-0.631,-1.132,-0.334,-0.118,1.672,1.177,-1.042,-0.582,1.254,1
"4014",0.047,123.37,0.752,-0.532,0.259,-0.734,0.66,0.973,-0.991,-0.997,0.776,-0.66,-0.152,-0.676,1.373,1
"7776",-1.318,83.26,-0.153,-0.205,0.575,-0.808,-0.27,0.973,1.238,1.809,-1.376,-1.896,-1.805,-0.26,-1.511,1
"4072",0.355,282.69,-1.058,4.214,-3.912,2.366,1.229,-2.396,-2.182,2.633,-2.146,1.734,0.672,1.287,1.22,1
"1669",3.394,211.28,1.204,-0.614,-0.247,-0.808,2.262,0.552,-2.808,-0.636,0.974,-1.048,1.899,1.081,1.325,1
"4189",-0.482,75.81,-0.153,0.041,0.701,0.668,0.092,-0.29,0.139,-1.175,0.651,0.524,1.169,1.633,0.995,1
"5834",0.443,87.82,0.299,-0.941,-0.373,-0.513,0.454,0.552,1.254,0.67,-0.915,-0.65,0.622,0.134,-1.036,1
"5894",0.135,87.3,-0.153,-0.123,0.828,0.225,0.144,-0.29,0.307,-0.321,-0.226,-0.262,0.111,1.982,-0.277,1
"980",-0.394,75.44,-0.605,-0.45,0.575,0.078,0.764,-0.29,-0.319,-0.535,-0.066,-0.221,-0.572,1.404,0.153,1
"3783",-0.041,84.33,0.299,-0.778,-0.31,-0.586,0.505,0.552,-0.151,-0.83,0.232,-0.41,0.141,-1.483,0.65,1
"4753",0.487,70.46,-1.962,0.532,1.333,-0.07,-0.218,0.131,-0.09,1.001,-0.953,-1.314,-0.864,0.988,-1.293,1
"6985",0.663,89.04,0.299,1.186,1.839,-0.513,-0.166,0.552,-0.808,-1.104,0.494,-0.339,-0.857,1.219,-0.675,1
"5644",-1.098,83.13,-0.605,-0.941,0.069,-0.513,-0.011,0.552,0.566,0.543,-0.751,-0.849,0.911,0.988,-0.88,1
"2905",-0.261,316.6,-0.605,0.859,-1.51,1.185,-0.89,-1.132,0.124,-0.209,0.003,1.131,-0.289,-0.605,1.317,1
"7879",-0.614,96.45,1.204,0.368,0.701,-1.398,0.505,1.394,-0.563,1.28,-0.98,-1.748,-0.545,1.379,-1.252,1
"2563",0.531,317.81,-0.153,-0.614,0.196,0.447,0.195,-0.711,0.826,-1.013,1.176,0.565,-0.75,-2.245,1.114,1
"6234",-0.35,73.46,-1.51,0.286,1.081,-0.291,1.229,0.131,-0.64,0.512,-0.492,-1.38,0.981,1.427,-0.431,1
"5424",-1.01,91.61,0.299,-0.368,0.133,-0.956,-0.115,0.973,0.857,1.448,-1.357,-1.186,-1.708,-0.328,-1.467,1
"3701",0.399,113.07,1.204,-0.941,-0.563,-0.144,0.35,0.131,0.246,-0.052,-0.447,-0.007,0.353,0.665,-0.054,1
"6052",0.179,86.85,-0.153,-1.105,-0.31,-0.291,-0.631,0.552,1.147,0.904,-1.159,-0.002,-0.051,-1.09,-1.057,1
"6598",0.707,100.22,1.656,-0.532,0.385,-0.513,-0.942,0.552,0.948,1.321,-1.464,-0.216,-0.716,-0.651,-1.471,1
"6916",0.619,73.11,-1.058,-0.123,0.575,0.668,-0.166,-0.711,0.032,-0.642,0.132,0.6,0.679,-0.12,-0.121,1
"2632",-0.041,76.7,-0.605,1.023,1.523,0.816,0.764,-0.711,-0.945,-1.109,1.153,0.509,0.457,0.85,0.65,1
"319",0.487,281.02,-0.153,-0.041,0.069,1.037,-0.218,-1.132,-0.396,-0.448,1.146,1.218,-0.793,-0.328,1.008,1
"4996",-0.834,57.8,-2.415,-0.041,-1.258,-0.291,0.35,0.131,-1.052,0.706,-0.995,-0.303,-0.464,0.965,-0.208,1
"2600",6.873,94.68,0.299,2.823,2.534,-0.586,8.153,0.131,-3.8,3.283,3.946,-1.145,6.456,0.988,1.462,1
"7068",1.897,85.63,-0.153,-0.205,0.449,-0.956,-0.218,0.973,0.612,0.574,-0.629,-1.201,-0.81,-0.928,-1.604,1
"2503",-0.305,94.67,0.752,-0.859,-0.626,-0.291,0.35,0.131,0.322,0.741,-1.022,-0.359,-0.293,0.088,-0.228,1
"8",0.663,82.15,-0.153,0.941,1.649,0.152,1.642,-0.29,-1.266,-1.516,0.807,0.156,1.116,2.605,0.709,1
"5140",0.443,84.66,-0.153,0.695,1.27,0.668,0.764,-0.711,-1.098,-0.916,0.605,0.611,1.61,1.058,-0.505,1
"4730",1.764,86.68,-0.153,-0.45,-0.31,-0.956,0.247,0.973,0.582,2.394,-1.982,-1.707,-0.972,-0.189,-1.9,1
"3636",0.355,175.97,-0.153,0.368,0.006,1.406,0.144,-1.553,0.017,-0.448,1.115,1.228,-0.091,-0.628,1.281,1
"3918",-0.614,93.42,0.752,-1.187,-0.247,-0.365,0.144,0.552,1.04,-0.687,0.033,0.064,-0.504,-1.115,0.118,1
"4064",-0.614,82.55,-0.153,-0.941,0.196,-0.217,0.712,0.131,0.582,-0.321,-0.229,-0.119,-1.254,-1.577,-0.582,1
"4955",-0.35,90.01,0.299,0.041,0.449,-1.251,0.557,0.973,-0.075,-0.047,-0.157,-1.018,-1.496,-1.044,-1.557,1
"6497",-0.041,81.43,-0.605,-0.859,0.133,-0.513,-0.218,0.552,0.719,1.321,-1.365,-0.9,0.08,0.596,-1.284,1
"3707",0.223,85.7,-0.153,-1.023,-0.499,0.004,0.454,0.131,-0.35,-0.342,-0.214,0.294,-0.548,-3.769,-0.875,1
"5289",-0.834,80,-0.605,-0.614,0.449,0.078,-0.58,0.131,0.261,-0.321,-0.226,-0.247,-0.01,0.804,-0.002,1
"1475",1.588,104.32,1.204,-0.778,0.259,-0.365,0.35,0.131,-0.426,-1.343,0.536,0.029,0.101,1.543,0.4,1
"7209",0.091,109.68,2.109,0.204,1.081,-0.291,-0.115,0.131,-0.35,-1.119,0.502,0.509,0.437,1.52,0.02,1
"6546",1.016,95.07,0.752,0.123,0.954,-0.365,1.332,0.552,-1.892,-0.636,0.152,-0.553,-0.884,0.457,-0.87,1
"3589",0.355,87.7,0.299,-1.023,-0.436,0.004,0.712,0.131,0.414,-0.652,0.022,-0.073,0.81,0.85,0.403,1
"5504",-0.085,100.46,0.752,0.941,-1.637,-1.472,-0.631,1.394,0.918,1.707,-1.296,-1.942,0.262,-0.143,0.077,1
"7055",-1.01,86.66,-0.153,-0.123,0.828,0.004,-0.476,0.131,1.147,-0.021,-0.401,-0.523,0.951,1.219,-0.752,1
"1799",0.84,196.01,1.204,-0.859,-0.31,-0.365,-0.115,0.552,-1.296,-1.379,0.624,-0.002,-0.343,-1.159,0.957,1
"1804",0.267,316.65,-1.962,0.45,-1.258,1.037,1.074,-1.132,-0.594,-0.448,0.049,0.82,0.736,0.388,1.111,1
"2524",1.236,52.91,-1.51,0.695,0.701,1.48,0.454,-1.553,-0.319,-0.586,1.028,1.177,-0.219,0.642,0.963,1
"7080",-0.57,87.66,-0.153,-0.205,0.765,-0.217,-0.373,0.131,0.719,0.757,-1.01,-0.507,0.161,0.942,-1.079,1
"3323",1.28,101.96,0.752,-0.778,0.259,-0.365,0.867,0.552,-0.273,-0.764,0.197,-0.477,0.225,0.642,0.638,1
"5714",-0.173,87.22,0.299,-1.269,-0.12,-0.217,-0.528,0.131,1.773,-0.057,-0.382,0.483,0.974,-0.12,-0.621,1
"7483",-0.041,81.09,-0.605,-0.45,0.512,-0.513,0.247,0.552,0.322,1.178,-1.155,-1.166,-1.264,-0.697,-1.599,1
"2576",0.575,142.65,1.204,-0.696,0.322,-0.439,-0.27,0.552,-0.609,-1.552,0.948,0.151,0.144,-0.235,1.369,1
"7730",2.601,55.57,-0.153,-0.778,0.133,0.299,0.867,-0.711,0.337,-0.936,0.308,0.432,0.712,0.871,0.368,1
"462",-0.658,221.17,0.752,-0.778,0.069,0.299,-1.148,-0.29,-0.014,-1.125,1.089,0.478,-1.385,-1.413,0.834,1
"7617",-0.526,78.13,-1.058,0.204,1.081,-0.07,0.195,0.131,0.063,-0.23,-0.279,-0.323,0.141,1.795,-0.346,1
"3406",-0.085,86.56,0.299,0.614,1.27,0.594,0.712,-0.711,-1.281,-0.758,1.207,0.784,1.384,-0.259,0.873,1
"3779",0.531,71.43,-0.153,0.204,0.449,1.185,0.195,-1.132,-0.334,-0.926,1.062,0.774,0.467,-0.351,1.144,1
"6412",0.487,86.94,-0.153,1.35,1.839,0.742,-0.476,-0.711,-0.426,-0.718,1.142,0.932,-0.047,0.965,-0.136,1
"7576",0.311,89.98,0.299,-0.778,0.322,-0.217,-0.115,0.131,0.307,0.299,-0.683,-0.293,-0.558,-0.077,-1.021,1
"3517",-0.614,29.68,-0.153,0.286,0.701,1.037,-0.528,-1.132,0.139,-0.484,1.294,1.121,0.42,0.711,1.143,1
"2934",-0.526,277.71,0.299,0.368,-1.51,0.299,-0.218,-0.29,0.475,-0.581,-0.02,0.371,0.101,0.203,1.355,1
"6875",0.223,86.74,-0.153,-0.287,-1.005,0.152,-0.942,0.131,1.498,0.995,-1.167,0.708,1.085,-1.898,-1.396,1
"3651",1.456,293.16,-0.153,0.041,-0.373,1.111,-0.063,-1.132,-0.304,-0.881,0.452,0.713,-0.158,-0.905,0.829,1
"6129",-1.539,79.66,-0.153,0.368,-1.447,-0.882,-0.528,0.973,1.818,2.516,-2.222,-1.247,-0.357,0.619,-0.581,1
"639",1.28,98.01,0.752,-0.859,0.006,-0.586,0.609,0.552,-0.457,-0.535,0.091,-0.671,0.181,0.249,0.183,1
"3116",0.487,213.54,0.752,-0.859,0.006,-0.513,-1.148,0.552,-1.724,-1.399,0.906,-0.043,-0.689,-0.282,1.003,1
"1553",-1.098,43.03,-0.153,0.286,-1.447,0.152,0.66,0.131,0.093,0.37,-0.744,-0.007,1.146,1.104,0.875,1
"4332",1.06,88.31,0.299,-0.368,0.575,0.078,-0.115,0.131,0.063,0.055,-0.443,-0.574,0.114,1.012,-0.874,1
"7353",1.5,90.07,0.299,-0.696,-0.626,-0.513,0.144,0.552,0.841,0.914,-1.037,-0.921,0.376,-0.328,-0.751,1
"6483",1.764,86.07,0.299,-1.105,-0.183,0.152,-0.218,0.131,1.07,0.665,-0.965,0.187,0.564,-0.882,-1.107,1
"6235",1.588,75.77,-1.51,-0.123,-0.436,-1.251,-0.011,1.394,0.979,2.277,-1.78,-1.926,-0.918,0.111,-0.974,1
"5461",0.619,89.55,0.299,-0.45,0.449,0.299,-0.27,-0.711,0.353,-0.474,-0.016,0.621,0.033,-0.028,-0.735,1
"731",-0.261,181.69,3.013,2.414,-1.51,-3.243,0.764,3.078,-1.022,1.163,-0.355,-2.411,-0.014,0.55,0.722,1
"1626",-1.01,284.91,0.299,-0.368,-0.057,0.816,-1.045,-0.711,0.429,-0.652,1.15,1.024,-0.38,0.296,1.018,1
"4363",-0.614,78.91,-0.605,-0.368,-0.626,-0.956,-0.27,0.973,-0.334,1.306,-1.151,-1.462,-1.251,-0.697,-0.921,1
"5135",-0.966,90.43,0.299,-0.614,0.449,-0.144,-1.355,0.131,0.49,-0.703,0.083,-0.226,0.988,0.688,-0.97,1
"7386",0.399,84.89,-0.153,-0.532,0.322,-0.66,0.299,0.552,-0.457,0.731,-0.885,-0.921,-0.78,0.111,-1.329,1
"1232",-0.394,106.99,0.299,-0.532,0.512,0.078,-0.321,0.131,0.063,-1.282,0.974,0.406,0.141,0.988,0.754,1
"2107",0.619,105.71,1.656,-0.614,0.385,-0.439,1.435,0.552,-0.838,-0.199,-0.287,0.514,0.386,2.051,0.39,1
"7632",-0.085,84.74,-0.153,-0.287,0.449,-0.882,0.144,0.973,0.124,1.484,-1.144,-1.753,-1.654,-0.122,-0.881,1
"511",-0.041,109.86,1.204,-0.941,0.006,0.225,0.35,-0.29,-0.365,-1.135,0.746,0.555,-0.394,-0.905,0.408,1
"7165",0.223,74.5,-1.058,-0.778,0.259,0.152,-0.115,0.131,1.284,-0.286,-0.248,0.044,0.995,-0.605,-0.911,1
"347",0.223,86.96,0.752,-0.205,0.449,-0.586,-0.27,0.552,-2.411,-0.921,1.218,-0.482,-0.592,-0.282,1.108,1
"5186",-1.142,82.07,-1.058,-0.532,-0.057,-0.882,-0.476,0.973,0.78,1.59,-1.368,-1.559,-1.103,0.48,-0.872,1
"2366",2.425,6.32,-0.153,-0.614,-0.373,0.521,0.35,-0.29,-1.663,-1.155,0.673,0.539,-0.185,-1.344,0.789,1
"2309",0.707,79.65,-0.153,-0.614,0.196,0.373,1.952,-0.29,-1.541,0.665,-0.923,-0.589,1.22,1.612,0.004,1
"2787",-0.041,81.1,0.299,-0.696,0.196,-0.513,-0.425,0.552,-0.854,-1.308,1.1,-0.094,-0.568,-0.143,1.147,1
"2306",1.28,66.71,-0.605,-0.287,0.006,0.89,-0.425,-1.132,0.017,-0.575,1.188,1.075,-0.289,0.504,0.731,1
"1800",-0.438,200.46,0.752,-0.45,0.196,0.447,-0.631,-0.29,-1.342,-0.987,0.997,0.769,-0.42,-0.79,1.019,1
"3644",0.752,325.4,-1.058,0.614,-0.752,1.554,0.454,-1.553,0.047,-0.398,0.472,1.279,0.043,-0.582,1.166,1
"5364",-0.438,85.24,-0.153,1.023,1.586,0.594,-0.063,-0.711,-0.197,-1.17,1.032,0.447,0.504,0.457,-0.11,1
"989",0.267,109.35,1.204,0.45,1.081,-0.956,0.712,0.973,-1.449,-0.616,0.174,-0.609,-0.619,0.411,0.144,1
"3812",0.707,67.49,-1.962,1.023,1.46,0.963,0.712,-1.132,-0.319,-0.652,1.321,0.851,-0.084,0.063,0.512,1
"7062",-1.142,68.07,-2.415,-0.368,0.449,-0.66,1.125,0.552,0.551,1.407,-0.843,-2.212,1.865,1.497,-0.88,1
"2263",-0.35,183.7,-1.058,-0.368,0.069,0.742,0.144,-0.711,-0.136,-1.257,0.906,0.483,-0.37,-0.697,1.302,1
"1991",0.487,79.8,0.299,-0.614,-0.689,0.299,1.952,-0.29,-0.716,-0.148,-0.248,0.652,1.741,2.074,0.987,1
"1943",0.003,63.72,-0.605,0.041,0.891,-0.513,-0.115,0.552,-1.251,-1.145,0.772,-0.451,-0.215,-0.513,0.601,1
"6016",0.972,65.51,-1.51,0.941,1.144,1.259,1.125,-1.132,-0.67,-0.936,0.906,0.851,0.601,0.758,0.222,1
"3121",1.236,180,-0.605,-0.368,-0.373,0.742,0.919,-0.711,-1.22,-0.972,0.597,0.759,0.692,-0.559,1.299,1
"5813",0.84,97.03,0.752,2.25,-1.321,-3.17,-0.373,3.078,-0.075,2.083,-1.159,-2.712,-1.345,-0.374,-0.824,1
"4867",-1.495,82.92,-0.153,-0.45,-0.815,-0.66,-0.321,0.973,1.024,1.824,-1.692,-1.196,0.077,0.457,-0.676,1
"2682",-0.305,240.52,1.204,-0.614,-0.752,-0.365,-0.011,0.131,-1.083,-1.384,0.555,-0.022,-0.575,0.457,1,1
"640",2.557,97.56,0.752,-0.941,-0.563,-0.144,1.591,0.131,-1.037,-0.667,0.113,-0.446,1.038,0.734,0.209,1
"794",-0.261,54.39,-0.153,1.596,1.333,1.923,0.299,-1.553,-0.869,-0.143,1.656,1.203,0.329,0.342,1.239,1
"1805",0.047,269.95,0.299,-0.368,-0.183,0.816,0.195,-0.711,-0.777,-0.753,0.997,0.988,0.319,-0.143,1.043,1
"3352",1.06,256.09,0.752,1.268,-2.269,-0.291,0.557,0.131,-1.48,0.187,-0.622,0.151,0.625,-0.72,1.374,1
"78",-0.746,82.37,-0.605,-0.205,0.638,-0.586,1.746,0.552,-1.205,0.396,-0.485,-1.196,0.175,2.051,-0.126,1
"3817",-1.142,67.05,-0.605,0.777,0.891,1.332,-0.218,-1.553,0.2,0.111,1.633,1.504,-0.259,0.894,0.828,1
"7102",1.236,86.29,-0.153,-0.941,0.196,-0.291,0.764,0.131,0.521,0.472,-0.831,-0.191,0.228,-0.605,-1.271,1
"1530",1.809,61.21,-0.605,2.168,2.345,1.111,2.366,-1.132,-2.579,0.751,2.601,0.687,1.263,-0.328,1.494,1
"6512",-1.23,79.39,-0.605,-0.778,-0.057,0.373,-0.476,-0.29,0.169,0.207,-0.515,0.82,-0.004,-1.321,-0.943,1
"2399",-0.966,198.89,2.561,3.478,-3.09,-3.022,-0.528,3.078,-0.945,2.343,-1.456,-2.707,-0.192,0.319,0.602,1
"933",4.803,337.07,-3.319,2.905,-0.12,3.768,5.518,-3.659,-2.594,1.86,1.131,3.617,4.735,0.411,1.47,1
"1258",-0.35,246.09,0.299,0.45,0.575,1.259,-0.787,-1.553,-0.579,-0.321,1.42,1.193,-0.619,0.365,1.315,1
"6359",2.073,91.91,0.752,-0.614,0.006,0.521,-0.476,-0.29,0.597,0.329,-0.648,0.463,1.19,-0.674,-1.062,1
"4264",0.531,118.4,1.204,-1.105,-0.373,-0.291,-0.063,0.131,0.597,-1.384,0.723,0.33,-0.457,-0.978,0.227,1
"2126",-0.261,42.19,-0.153,0.041,-0.183,1.185,-0.27,-1.132,0.566,-0.55,0.761,1.218,-0.195,-0.235,1.218,1
"4445",-0.261,83.56,0.299,-0.368,0.449,0.447,-0.942,-0.711,-0.396,-0.753,0.403,0.871,-0.646,0.111,-0.142,1
"4579",-1.142,91.94,0.299,0.532,1.333,0.152,-1.613,-0.29,0.368,-1.404,0.666,0.156,-0.548,0.758,-0.336,1
"664",0.003,63.32,-1.058,0.286,0.765,0.963,1.591,-1.132,-1.052,-0.886,1.161,0.784,2.51,0.504,1.121,1
"262",1.016,72.24,-1.962,1.023,1.649,0.447,0.505,-0.711,-0.67,-0.138,-0.248,-0.701,1.522,0.964,-0.548,1
"4008",0.399,258.57,0.299,-0.287,-1.068,0.152,0.712,-0.29,-0.029,-1.14,0.418,0.32,0.874,-0.84,1.344,1
"938",-0.041,296.59,-0.153,-0.368,-0.879,0.225,-0.321,0.131,0.444,-1.369,0.536,0.07,-0.484,-0.074,0.973,1
"1292",5.068,13.63,-5.581,7.324,1.839,7.311,5.776,-7.027,-3.327,4.951,2.624,6.185,3.865,-0.097,1.166,1
"562",-0.482,24.62,-1.058,0.041,-0.183,1.111,-1.562,-1.132,0.398,-1.008,0.822,0.784,-0.612,-0.351,1.024,1
"485",1.412,14.98,-1.962,1.923,1.46,2.144,1.332,-1.975,-1.663,0.258,1.782,1.524,0.406,-0.443,0.849,1
"7397",0.487,86.87,-0.153,0.041,0.765,-0.808,0.66,0.973,-0.502,0.574,-0.591,-1.304,-0.713,-0.028,-1.462,1
"2064",0.047,286.75,0.299,-0.532,-0.752,0.299,0.195,-0.29,0.337,-0.784,0.205,0.549,-0.195,0.042,0.993,1
"1115",-1.274,52.53,-0.605,-0.45,-0.057,0.742,-0.58,-0.711,0.734,-0.845,0.719,0.937,1.005,1.312,0.798,1
"2876",0.047,55.03,-0.605,-0.123,-0.499,0.963,0.712,-1.132,-0.686,-0.22,-0.066,0.902,1.378,0.781,1.31,1
"5011",0.179,95.91,1.656,0.204,0.069,-1.546,-0.787,1.815,0.795,1.773,-1.418,-1.783,-1.146,0.365,-1.712,1
"2912",-0.79,296.03,-0.153,-0.123,0.512,0.594,-0.993,-0.711,0.689,-0.647,1.572,0.498,-0.8,-0.42,1.162,1
"4195",-0.173,91.77,0.299,0.45,1.27,-0.217,0.919,0.131,-0.899,-1.328,0.757,-0.114,0.83,1.518,1.056,1
"767",-0.438,90.07,0.299,-1.023,-0.436,-0.365,0.557,0.131,-0.563,-0.708,0.083,0.386,-0.232,0.134,0.266,1
"339",0.663,296.47,-0.153,-0.123,-0.31,0.963,-0.528,-1.132,-0.319,-0.591,0.868,1.167,-0.273,0.088,1.139,1
"4510",-0.173,83.94,-0.153,0.286,0.891,0.668,-0.528,-0.711,0.612,-1.033,1.1,0.652,-0.592,0.273,-0.363,1
"5412",-1.451,72.91,-1.058,-0.696,-0.689,0.004,-0.476,-0.29,1.04,-0.067,-0.382,0.253,0.433,0.111,-0.114,1
"1056",0.531,351.75,-3.319,2.823,0.322,3.62,1.125,-3.238,-1.113,1.27,1.092,3.051,0.847,0.48,1.223,1
"1364",-0.482,75.59,-0.153,0.695,1.207,0.963,-0.476,-1.132,-1.51,-0.616,1.569,0.514,0.296,0.758,1.324,1
"2041",0.707,320.73,0.299,-0.614,-0.499,0.447,1.229,-0.29,-1.098,-0.835,0.35,0.692,-0.239,0.596,1.394,1
"6867",0.707,86.84,0.299,-1.023,0.069,0.004,-0.838,0.131,0.689,0.787,-1.075,-0.043,-0.676,-0.905,-1.185,1
